Date;Prestation;Code Barre;Contrat;Compte Expediteur;Pays Expediteur;Destinataire;CP Destinataire;Ville Destinataire;Pays Destinataire;Reference;Nombre de colis;Poids;Prix;Supplement;Lot;Facture;Compte facturé;Libellé TVA;CB Initial;Reference 2;Reference 3
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE PENIN -MAILLARBAUX       ;90000;BELFORT                            ;FR                                 ;                    ;1;      0.500;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU CENTRE                ;63120;COURPIERE                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;ORTHOPEDIE LANDAISE                ;40100;DAX                                ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE GOUABAU PIHOUEE          ;49610;JUIGNE SUR LOIRE                   ;FR                                 ;                    ;1;      2.020;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHIE FACQ                          ;60160;MONTATAIRE                         ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA MAIRIE             ;33380;BIGANOS                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE PORTET                   ;66350;TOULOUGES                          ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CHARROYER                ;54670;CUSTINES                           ;FR                                 ;                    ;1;      3.300;       4.10;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE SAINT EUGENE             ;13007;MARSEILLE                          ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE TEMPLE                ;82000;MONTAUBAN                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CENTRALE                 ;34590;MARSILLARGUES                      ;FR                                 ;                    ;1;      1.860;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE BOIDIN                   ;66000;PERPIGNAN                          ;FR                                 ;                    ;1;      1.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU SOLEIL                ;54200;DOMMARTIN LES TOUL                 ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CENTRALE SELARL          ;68300;SAINT LOUIS                        ;FR                                 ;                    ;1;      1.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES MINAHOUETS           ;56570;LOCMIQUELIC                        ;FR                                 ;                    ;1;      0.240;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE SAINT GERY SELARL        ;33170;GRADIGNAN                          ;FR                                 ;                    ;1;      1.560;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DBS                      ;60740;ST MAXIMIN                         ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE TOURNES               ;8090;TOURNES                            ;FR                                 ;                    ;1;      0.500;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA JONCHERE ORTHOPEDIE             ;8000;VILLERS SEMEUSE                    ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE LE VIROLOIS              ;59200;TOURCOING                          ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LAGARRIQUE PODOLOGIE               ;75003;PARIS                              ;FR                                 ;                    ;1;      0.420;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE L'ECOLE               ;94600;CHOISY LE ROI                      ;FR                                 ;                    ;1;      1.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;MEDIKA LOZERE                      ;48000;MENDE                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;MEDICA PLUS CHANCELADE             ;24650;CHANCELADE                         ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;SELARL PHARMACIE DE LA POSTE       ;67800;HOENHEIM                           ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU BAGGERSEE             ;67400;ILLKIRCH-GRAFFENSTADEN             ;FR                                 ;                    ;1;      1.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA COURONNE           ;84300;CAVAILLON                          ;FR                                 ;                    ;1;      0.900;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CHARDARD                 ;8800;DEVILLE                            ;FR                                 ;                    ;1;      0.640;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;SELARL PHARMACIE WOLFMANN          ;75012;PARIS                              ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE SAINT SIMEON             ;60400;NOYON                              ;FR                                 ;                    ;1;      0.240;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE L'EUROPE              ;89100;SENS                               ;FR                                 ;                    ;1;      0.240;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE GRANDCHAMP            ;56390;GRAND CHAMP                        ;FR                                 ;                    ;1;      0.340;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA MONTAGNETTE        ;13150;TARASCON                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU MONT CHARVIN          ;73400;UGINE                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE CAPESTANG             ;34310;CAPESTANG                          ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU LEZ                   ;34170;CASTELNAU LE LEZ                   ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES THERMES              ;65170;SAINT LARY SOULAN                  ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU CLOS                  ;13220;CHATEAUNEUF LES MARTIGUES          ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE ROBERT PASCAL            ;25200;BETHONCOURT                        ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE PORT ARIANE              ;34970;LATTES                             ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA GRANDE PHARMACIE DE PEROLS      ;34470;PEROLS                             ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE  DU BOULEVARD            ;19100;BRIVE                              ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHIE DE LA SAULCE                  ;5110;LA SAULCE                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA COTONNADE          ;68120;PFASTATT                           ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES COQUELICOTS SELARL   ;67200;STRASBOURG                         ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE DAMPARIS              ;39500;DAMPARIS                           ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE LA LIBERATION         ;54000;NANCY                              ;FR                                 ;                    ;1;      0.650;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE AMETZONDO                ;64990;ST PIERRE D IRUBE                  ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE SERRE                 ;54530;PAGNY SUR MOSELLE                  ;FR                                 ;                    ;1;      0.500;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE COEUR IMPERIAL           ;57000;METZ                               ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE MARTIN SELARL - PHARMACIE;67100;STRASBOURG                         ;FR                                 ;                    ;1;      0.700;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE BRIVE OUEST           ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE BOUET BARICAULT          ;43380;LAVOUTE- CHILHAC                   ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE HOTEL DU DEPARTEMENT     ;13013;MARSEILLE                          ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;SELARLPHARMACIE ROCCA PARADIS PRADO;13008;MARSEILLE                          ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE PRINCIPALE               ;13120;GARDANNE                           ;FR                                 ;                    ;1;      0.220;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;O+ MEDICAL                         ;79300;BRESSUIRE                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CHAUBARD                 ;32600;PUJAUDRAN                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DE HAUSBERGEN            ;67205;OBERHAUSBERGEN                     ;FR                                 ;                    ;1;      4.650;       4.40;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;LA PHARMACIE DE LA ROCHE           ;5400;LA ROCHE DES ARNAUDS               ;FR                                 ;                    ;1;      0.780;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE HARMONIE                 ;94140;ALFORTVILLE                        ;FR                                 ;                    ;1;      1.520;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;ESPACE MEDICAL SERVICE             ;56100;LORIENT                            ;FR                                 ;                    ;1;      0.760;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;AKINELIANCE SARL - VANESSA GUERELLE;89320;VAUDEURS                           ;FR                                 ;                    ;1;      8.700;       5.60;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU GRAND BAISIEUX        ;59780;BAISIEUX                           ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PARAPHARMACIE DES DRAKKARS         ;14123;CORMELLES LE ROYAL                 ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE LAVALLEE                 ;28120;BAILLEAU LE PIN                    ;FR                                 ;                    ;1;      3.400;       4.10;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE RICHARD LENOIR           ;75011;PARIS                              ;FR                                 ;                    ;1;      0.180;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE POINCARE                 ;57340;MORHANGE                           ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DES THERMES SELARL       ;70300;LUXEUIL LES BAINS                  ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE SABINE TOUBOUL           ;75012;PARIS                              ;FR                                 ;                    ;1;      5.800;       4.70;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU PONT NEUF             ;74000;ANNECY                             ;FR                                 ;                    ;1;      1.420;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE DU PARC                  ;67100;STRASBOURG                         ;FR                                 ;                    ;1;      1.350;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;GRANDE PHARMACIE DE BAYONNE        ;64100;BAYONNE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;MA PHARMACIE REPUBLIQUE            ;75011;PARIS                              ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;SAPHENE SANTE (74)                 ;69100;VILLEURBANNE                       ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;BASTIDE MACON                      ;71000;MACON                              ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75216E+12;1;3752;FR                                 ;PHARMACIE CARNOT                   ;59150;WATTRELOS                          ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES 2 VILLES             ;8000;CHARLEVILLE MEZIERES               ;FR                                 ;                    ;1;      0.520;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE POINT DU JOUR            ;61000;ALENCON                            ;FR                                 ;                    ;1;      0.200;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE COUDRAYSIENNE            ;60850;LE COUDRAY ST GERMER               ;FR                                 ;                    ;1;      0.360;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU KREMLIN               ;94270;LE KREMLIN BICETRE                 ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE LAMBERT                  ;33530;BASSENS                            ;FR                                 ;                    ;1;      1.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE PRINCIPALE               ;77680;ROISSY EN BRIE                     ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA JOLIE ROSE         ;8170;HAYBES                             ;FR                                 ;                    ;1;      0.920;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU CARRE D'OR            ;28110;LUCE                               ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE VOLTAIRE NATION          ;75011;PARIS                              ;FR                                 ;                    ;1;      0.620;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;GRAND PHARMACIE DE SAINT MAURICE   ;94410;SAINT MAURICE                      ;FR                                 ;                    ;1;      0.520;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE JANDEAUX                 ;87280;LIMOGES                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;GARDIOLE MEDICAL SARL              ;34690;FABREGUES                          ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE ROUANET                  ;34240;LAMALOU LES BAINS                  ;FR                                 ;                    ;1;      0.380;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE FAURE                    ;63580;LE VERNET LA VARENNE               ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;CAP VITAL SANTE SARREBOURG         ;57400;SARREBOURG                         ;FR                                 ;                    ;1;      0.250;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES TUILERIES            ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA CITADELLE          ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU PONT DE L'EUROPE      ;67000;STRASBOURG                         ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU PHOENIX               ;6000;NICE                               ;FR                                 ;                    ;1;      0.340;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE LA PLACE DARCHE       ;54400;LONGWY HAUT                        ;FR                                 ;                    ;1;      0.350;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES ROSIERS              ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE SAINT AGNANT          ;17620;SAINT AGNANT                       ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE PHAN DINH HUNG           ;13500;MARTIGUES                          ;FR                                 ;                    ;1;      0.320;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE LOYER SELAS              ;6400;CANNES                             ;FR                                 ;                    ;1;      0.440;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;GRANDE PHARMACIE DE MARSEILLE SELAS;13001;MARSEILLE                          ;FR                                 ;                    ;1;      0.420;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE L'HOTEL DE VILLE      ;67300;SCHILTIGHEIM                       ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE CORREZE SELEURL       ;19800;CORREZE                            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE ISABELLE FLECHON         ;88500;MIRECOURT                          ;FR                                 ;                    ;1;      0.500;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;MEDIC'EVOLUTION                    ;13300;SALON DE PROVENCE                  ;FR                                 ;                    ;1;      4.060;       4.40;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;SARL PHARMACIE DU CARREFOUR        ;1000;BOURG EN BRESSE                    ;FR                                 ;                    ;1;      1.000;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE SAINT GEOURS             ;40230;SAINT GEOURS DE MAREMME            ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;LA DISTRIBUTION MEDICALE           ;19100;BRIVE LA GAILLARDE                 ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE GWINNER-MARCHAL          ;88000;EPINAL                             ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE NOVEL                 ;74000;ANNECY                             ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;LIBOURNE ORTHO MEDICAL             ;33500;LIBOURNE                           ;FR                                 ;                    ;1;      1.600;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DE  BARJAC               ;30430;BARJAC                             ;FR                                 ;                    ;1;      0.280;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE TERRISSE MAGNABAL SELARL ;34340;MARSEILLAN                         ;FR                                 ;                    ;1;      0.340;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;CHRIS MAT MEDICAL                  ;38140;RIVES                              ;FR                                 ;                    ;1;      0.400;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DES MINES                ;68850;STAFFELFELDEN                      ;FR                                 ;                    ;1;      0.300;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
04/03/2020;H12;3,75225E+12;1;3752;FR                                 ;PHARMACIE DU PRADO                 ;13006;MARSEILLE                          ;FR                                 ;                    ;1;      0.260;       3.80;CSU                ;  ;20/03/01044;3752;TVA 20.0%;;;
